ds,y
2019-06-01,42943
2019-06-01,57752
2019-06-01,42786
2019-06-01,28204
2019-06-01,23567
2019-06-01,27630
2019-06-01,40196
2019-06-01,44468
2019-06-01,24782
2019-06-01,82249
2019-06-01,68174
2019-06-01,57897
2019-06-01,43895
2019-06-01,17818
2019-06-01,69280
2019-06-01,55183
2019-06-01,22454
2019-06-01,128033
2019-06-01,21725
2019-06-01,25008
2019-06-01,56250
2019-06-01,43133
2019-06-01,25791
2019-06-01,33962
2019-06-01,22083
2019-06-01,93198
2019-06-01,73193
2019-06-01,78977
2019-06-01,53863
2019-06-01,58485
2019-06-01,37807
2019-06-01,101296
2019-06-01,62053
2019-06-01,55721
2019-06-01,50959
2019-06-01,45288
2019-06-01,66140
2019-06-01,50533
2019-06-01,55444
2019-06-01,35723
2019-06-01,94232
2019-06-01,69716
2019-06-01,79797
2019-06-01,63468
2019-06-01,122213
2019-06-01,37385
2019-06-01,71145
2019-06-01,63541
2019-06-01,69027
2019-06-01,52303
2019-06-01,35751
2019-06-01,112804
2019-06-01,9711
2019-06-01,96654
2019-06-01,62267
2019-06-01,52549
2019-06-01,58018
2019-06-01,48954
2019-06-01,83571
2019-06-01,75544
2019-06-01,59308
2019-06-01,102240
2019-06-01,77584
2019-06-01,82442
2019-06-01,46491
2019-06-01,97424
2019-06-01,20273
2019-06-01,46022
2019-06-01,63832
2019-06-01,32820
2019-06-01,27357
2019-06-01,158228
2019-06-01,33819
2019-06-01,48673
2019-06-01,104951
2019-06-01,71818
2019-06-01,53854
2019-06-01,81614
2019-06-01,66633
2019-06-01,75591
2019-06-01,94307
2019-06-01,38034
2019-06-01,74921
2019-06-01,60787
2019-06-01,53407
2019-06-01,39613
2019-06-01,49877
2019-06-01,37225
2019-06-01,62365
2019-06-01,32578
2019-06-01,99957
2019-06-01,82499
2019-06-01,75237
2019-06-01,45272
2019-06-01,33246
2019-06-01,60101
2019-06-01,38390
2019-06-01,44013
2019-06-01,73365
2019-06-01,86870
2019-06-01,14969
2019-06-01,20088
2019-06-01,19316
2019-06-01,43259
2019-06-01,25541
2019-06-01,60421
2019-06-01,44742
2019-06-01,37570
2019-06-01,49741
2019-06-01,39879
2019-06-01,17019
2019-06-01,55332
2019-06-01,119503
2019-06-01,19694
2019-06-01,93859
2019-06-01,19557
2019-06-01,75350
2019-06-01,77201
2019-06-01,21456
2019-06-01,51050
2019-06-01,23129
2019-06-01,43812
2019-06-01,33501
2019-06-01,84029
2019-06-01,81354
2019-06-01,56655
2019-06-01,35875
2019-06-01,35997
2019-06-01,2
2019-06-01,59067
2019-06-01,75420
2019-06-01,55988
2019-06-01,41492
2019-06-01,29163
2019-06-01,40925
2019-06-01,27407
2019-06-01,87865
2019-06-01,69951
2019-06-01,65593
2019-06-01,8271
2019-06-01,28533
2019-06-01,11863
2019-06-01,40936
2019-06-01,82623
2019-06-01,71954
2019-06-01,16736
2019-06-01,52299
2019-06-01,32393
2019-06-01,31222
2019-06-01,144104
2019-06-01,38052
2019-06-01,92138
2019-06-01,42906
2019-06-01,57985
2019-06-01,20253
2019-06-01,162783
2019-06-01,34982
2019-06-01,93554
2019-06-01,51961
2019-06-01,51316
2019-06-01,98935
2019-06-01,54308
2019-06-01,66050
2019-06-01,48051
2019-06-01,65351
2019-06-01,65139
2019-06-01,119029
2019-06-01,150848
2019-06-01,65561
2019-06-01,52078
2019-06-01,69498
2019-06-01,109533
2019-06-01,19736
2019-06-01,85855
2019-06-01,100833
2019-06-01,89488
2019-06-01,41683
2019-06-01,47223
2019-06-01,49440
2019-06-01,72409
2019-06-01,71534
2019-06-01,26769
2019-06-01,88931
2019-06-01,139475
2019-06-01,98737
2019-06-01,131572
2019-06-01,158179
2019-06-01,81217
2019-06-01,101896
2019-06-01,65336
2019-06-01,76246
2019-06-01,124300
2019-06-01,58879
2019-06-01,177072
2019-06-01,164956
2019-06-01,227149
2019-06-01,207739
2019-06-01,29683
2019-06-01,192224
2019-06-01,128975
2019-06-01,53385
2019-06-01,217925
2019-06-01,42734
2019-06-01,9036
2019-06-01,29255
2019-06-01,99260
2019-06-01,52724
2019-06-01,97722
2019-06-01,125724
2019-06-01,154758
2019-06-01,101101
2019-06-01,58621
2019-06-01,89020
2019-06-01,1
2019-06-01,79868
2019-06-01,63132
2019-06-01,43740
2019-06-01,283751
2019-06-01,201947
2019-06-01,32193
2019-06-01,27033
2019-06-01,11613
2019-06-01,65739
2019-06-01,76605
2019-06-01,16031
2019-06-01,60927
2019-06-01,94835
2019-06-01,65001
2019-06-01,78432
2019-06-01,172389
2019-06-01,64832
2019-06-01,72618
2019-06-01,128988
2019-06-01,39690
2019-06-01,58452
2019-06-01,152355
2019-06-01,153709
2019-06-01,57350
2019-06-01,108830
2019-06-01,30427
2019-06-01,74575
2019-06-01,121710
2019-06-01,42972
2019-06-01,7285
2019-06-01,254521
2019-06-01,57628
2019-06-01,91590
2019-06-01,96293
2019-06-01,104207
2019-06-01,61776
2019-06-01,69396
2019-06-01,115069
2019-06-01,222644
2019-06-01,226191
2019-06-01,105026
2019-06-01,84525
2019-06-01,74009
2019-06-01,100909
2019-06-01,150896
2019-06-01,181864
2019-06-01,24376
2019-06-01,164900
2019-06-01,18168
2019-06-01,72230
2019-06-01,38777
2019-06-01,123425
2019-06-01,90164
2019-06-01,165397
2019-06-01,15741
2019-06-01,68029
2019-06-01,168563
2019-06-01,185723
2019-06-01,51673
2019-06-01,10448
2019-06-01,228223
2019-06-01,216778
2019-06-01,111048
2019-06-01,49450
2019-06-01,76539
2019-06-01,116388
2019-06-01,115122
2019-06-01,64803
2019-06-01,143989
2019-06-01,64239
2019-06-01,92107
2019-06-01,140041
2019-06-01,206549
2019-06-01,62386
2019-06-01,88230
2019-06-01,117701
2019-06-01,126975
2019-06-01,61682
2019-06-01,108181
2019-06-01,338251
2019-06-01,386610
2019-06-01,158107
2019-06-01,226392
2019-06-01,162450
2019-06-01,106006
2019-06-01,142572
2019-06-01,287805
2019-06-01,125185
2019-06-01,320309
2019-06-01,36996
2019-06-01,33893
2019-06-01,16065
2019-06-01,34191
2019-06-01,26838
2019-06-01,46799
2019-06-01,22011
2019-06-01,36641
2019-06-01,36893
2019-06-01,46185
2019-06-01,29117
2019-06-01,41931
2019-06-01,42943
2019-06-01,57752
2019-06-01,42786
2019-06-01,28204
2019-06-01,23567
2019-06-01,27630
2019-06-01,40196
2019-06-01,44468
2019-06-01,24782
2019-06-01,82249
2019-06-01,68174
2019-06-01,57897
2019-06-01,43895
2019-06-01,17818
2019-06-01,69280
2019-06-01,55183
2019-06-01,22454
2019-06-01,128033
2019-06-01,21725
2019-06-01,25008
2019-06-01,56250
2019-06-01,43133
2019-06-01,25791
2019-06-01,33962
2019-06-01,22083
2019-06-01,93198
2019-06-01,73193
2019-06-01,78977
2019-06-01,53863
2019-06-01,58485
2019-06-01,37807
2019-06-01,101296
2019-06-01,62053
2019-06-01,55721
2019-06-01,50959
2019-06-01,45288
2019-06-01,66140
2019-06-01,50533
2019-06-01,55444
2019-06-01,35723
2019-06-01,94232
2019-06-01,69716
2019-06-01,79797
2019-06-01,63468
2019-06-01,122213
2019-06-01,37385
2019-06-01,71145
2019-06-01,63541
2019-06-01,69027
2019-06-01,52303
2019-06-01,35751
2019-06-01,112804
2019-06-01,9711
2019-06-01,96654
2019-06-01,62267
2019-06-01,52549
2019-06-01,58018
2019-06-01,48954
2019-06-01,83571
2019-06-01,75544
2019-06-01,59308
2019-06-01,102240
2019-06-01,77584
2019-06-01,82442
2019-06-01,46491
2019-06-01,97424
2019-06-01,20273
2019-06-01,46022
2019-06-01,63832
2019-06-01,32820
2019-06-01,27357
2019-06-01,158228
2019-06-01,33819
2019-06-01,48673
2019-06-01,104951
2019-06-01,71818
2019-06-01,53854
2019-06-01,81614
2019-06-01,66633
2019-06-01,75591
2019-06-01,94307
2019-06-01,38034
2019-06-01,74921
2019-06-01,60787
2019-06-01,53407
2019-06-01,39613
2019-06-01,49877
2019-06-01,37225
2019-06-01,62365
2019-06-01,32578
2019-06-01,99957
2019-06-01,82499
2019-06-01,75237
2019-06-01,45272
2019-06-01,33246
2019-06-01,60101
2019-06-01,38390
2019-06-01,44013
2019-06-01,73365
2019-06-01,86870
2019-06-01,14969
2019-06-01,20088
2019-06-01,19316
2019-06-01,43259
2019-06-01,25541
2019-06-01,60421
2019-06-01,44742
2019-06-01,37570
2019-06-01,49741
2019-06-01,39879
2019-06-01,17019
2019-06-01,55332
2019-06-01,119503
2019-06-01,19694
2019-06-01,93859
2019-06-01,19557
2019-06-01,75350
2019-06-01,77201
2019-06-01,21456
2019-06-01,51050
2019-06-01,23129
2019-06-01,43812
2019-06-01,33501
2019-06-01,84029
2019-06-01,81354
2019-06-01,56655
2019-06-01,35875
2019-06-01,35997
2019-06-01,2
2019-06-01,59067
2019-06-01,75420
2019-06-01,55988
2019-06-01,41492
2019-06-01,29163
2019-06-01,40925
2019-06-01,27407
2019-06-01,87865
2019-06-01,69951
2019-06-01,65593
2019-06-01,8271
2019-06-01,28533
2019-06-01,11863
2019-06-01,40936
2019-06-01,82623
2019-06-01,71954
2019-06-01,16736
2019-06-01,52299
2019-06-01,32393
2019-06-01,31222
2019-06-01,144104
2019-06-01,38052
2019-06-01,92138
2019-06-01,42906
2019-06-01,57985
2019-06-01,20253
2019-06-01,162783
2019-06-01,34982
2019-06-01,93554
2019-06-01,51961
2019-06-01,51316
2019-06-01,98935
2019-06-01,54308
2019-06-01,66050
2019-06-01,48051
2019-06-01,65351
2019-06-01,65139
2019-06-01,119029
2019-06-01,150848
2019-06-01,65561
2019-06-01,52078
2019-06-01,69498
2019-06-01,109533
2019-06-01,19736
2019-06-01,85855
2019-06-01,100833
2019-06-01,89488
2019-06-01,41683
2019-06-01,47223
2019-06-01,49440
2019-06-01,72409
2019-06-01,71534
2019-06-01,26769
2019-06-01,88931
2019-06-01,139475
2019-06-01,98737
2019-06-01,131572
2019-06-01,158179
2019-06-01,81217
2019-06-01,101896
2019-06-01,65336
2019-06-01,76246
2019-06-01,124300
2019-06-01,58879
2019-06-01,177072
2019-06-01,164956
2019-06-01,227149
2019-06-01,207739
2019-06-01,29683
2019-06-01,192224
2019-06-01,128975
2019-06-01,53385
2019-06-01,217925
2019-06-01,42734
2019-06-01,9036
2019-06-01,29255
2019-06-01,99260
2019-06-01,52724
2019-06-01,97722
2019-06-01,125724
2019-06-01,154758
2019-06-01,101101
2019-06-01,58621
2019-06-01,89020
2019-06-01,1
2019-06-01,79868
2019-06-01,63132
2019-06-01,43740
2019-06-01,283751
2019-06-01,201947
2019-06-01,32193
2019-06-01,27033
2019-06-01,11613
2019-06-01,65739
2019-06-01,76605
2019-06-01,16031
2019-06-01,60927
2019-06-01,94835
2019-06-01,65001
2019-06-01,78432
2019-06-01,172389
2019-06-01,64832
2019-06-01,72618
2019-06-01,128988
2019-06-01,39690
2019-06-01,58452
2019-06-01,152355
2019-06-01,153709
2019-06-01,57350
2019-06-01,108830
2019-06-01,30427
2019-06-01,74575
2019-06-01,121710
2019-06-01,42972
2019-06-01,7285
2019-06-01,254521
2019-06-01,57628
2019-06-01,91590
2019-06-01,96293
2019-06-01,104207
2019-06-01,61776
2019-06-01,69396
2019-06-01,115069
2019-06-01,222644
2019-06-01,226191
2019-06-01,105026
2019-06-01,84525
2019-06-01,74009
2019-06-01,100909
2019-06-01,150896
2019-06-01,181864
2019-06-01,24376
2019-06-01,164900
2019-06-01,18168
2019-06-01,72230
2019-06-01,38777
2019-06-01,123425
2019-06-01,90164
2019-06-01,165397
2019-06-01,15741
2019-06-01,68029
2019-06-01,168563
2019-06-01,185723
2019-06-01,51673
2019-06-01,10448
2019-06-01,228223
2019-06-01,216778
2019-06-01,111048
2019-06-01,49450
2019-06-01,76539
2019-06-01,116388
2019-06-01,115122
2019-06-01,64803
2019-06-01,143989
2019-06-01,64239
2019-06-01,92107
2019-06-01,140041
2019-06-01,206549
2019-06-01,62386
2019-06-01,88230
2019-06-01,117701
2019-06-01,126975
2019-06-01,61682
2019-06-01,108181
2019-06-01,338251
2019-06-01,386610
2019-06-01,158107
2019-06-01,226392
2019-06-01,162450
2019-06-01,106006
2019-06-01,142572
2019-06-01,287805
2019-06-01,125185
2019-06-01,320309
2019-06-01,36996
2019-06-01,33893
2019-06-01,16065
2019-06-01,34191
2019-06-01,26838
2019-06-01,46799
2019-06-01,22011
2019-06-01,36641
2019-06-01,36893
2019-06-01,46185
2019-06-01,29117
2019-06-01,41931
2019-06-01,42943
2019-06-01,57752
2019-06-01,42786
2019-06-01,28204
2019-06-01,23567
2019-06-01,27630
2019-06-01,40196
2019-06-01,44468
2019-06-01,24782
2019-06-01,82249
2019-06-01,68174
2019-06-01,57897
2019-06-01,43895
2019-06-01,17818
2019-06-01,69280
2019-06-01,55183
2019-06-01,22454
2019-06-01,128033
2019-06-01,21725
2019-06-01,25008
2019-06-01,56250
2019-06-01,43133
2019-06-01,25791
2019-06-01,33962
2019-06-01,22083
2019-06-01,93198
2019-06-01,73193
2019-06-01,78977
2019-06-01,53863
2019-06-01,58485
2019-06-01,37807
2019-06-01,101296
2019-06-01,62053
2019-06-01,55721
2019-06-01,50959
2019-06-01,45288
2019-06-01,66140
2019-06-01,50533
2019-06-01,55444
2019-06-01,94232
2019-06-01,69716
2019-06-01,79797
2019-06-01,63468
2019-06-01,122213
2019-06-01,37385
2019-06-01,71145
2019-06-01,63541
2019-06-01,69027
2019-06-01,52303
2019-06-01,35751
2019-06-01,112804
2019-06-01,9711
2019-06-01,96654
2019-06-01,62267
2019-06-01,52549
2019-06-01,58018
2019-06-01,48954
2019-06-01,83571
2019-06-01,75544
2019-06-01,59308
2019-06-01,102240
2019-06-01,77584
2019-06-01,82442
2019-06-01,46491
2019-06-01,97424
2019-06-01,20273
2019-06-01,46022
2019-06-01,63832
2019-06-01,32820
2019-06-01,27357
2019-06-01,158228
2019-06-01,33819
2019-06-01,48673
2019-06-01,104951
2019-06-01,71818
2019-06-01,53854
2019-06-01,81614
2019-06-01,66633
2019-06-01,75591
2019-06-01,94307
2019-06-01,38034
2019-06-01,74921
2019-06-01,60787
2019-06-01,53407
2019-06-01,39613
2019-06-01,49877
2019-06-01,37225
2019-06-01,62365
2019-06-01,32578
2019-06-01,99957
2019-06-01,82499
2019-06-01,75237
2019-06-01,45272
2019-06-01,33246
2019-06-01,60101
2019-06-01,38390
2019-06-01,44013
2019-06-01,73365
2019-06-01,86870
2019-06-01,14969
2019-06-01,20088
2019-06-01,19316
2019-06-01,43259
2019-06-01,25541
2019-06-01,60421
2019-06-01,44742
2019-06-01,37570
2019-06-01,49741
2019-06-01,39879
2019-06-01,17019
2019-06-01,55332
2019-06-01,119503
2019-06-01,19694
2019-06-01,93859
2019-06-01,19557
2019-06-01,75350
2019-06-01,77201
2019-06-01,21456
2019-06-01,51050
2019-06-01,23129
2019-06-01,43812
2019-06-01,33501
2019-06-01,84029
2019-06-01,81354
2019-06-01,56655
2019-06-01,35875
2019-06-01,35997
2019-06-01,2
2019-06-01,59067
2019-06-01,75420
2019-06-01,55988
2019-06-01,41492
2019-06-01,29163
2019-06-01,40925
2019-06-01,27407
2019-06-01,87865
2019-06-01,69951
2019-06-01,65593
2019-06-01,8271
2019-06-01,28533
2019-06-01,11863
2019-06-01,40936
2019-06-01,82623
2019-06-01,71954
2019-06-01,16736
2019-06-01,52299
2019-06-01,32393
2019-06-01,31222
2019-06-01,144104
2019-06-01,38052
2019-06-01,92138
2019-06-01,42906
2019-06-01,57985
2019-06-01,20253
2019-06-01,162783
2019-06-01,34982
2019-06-01,93554
2019-06-01,51961
2019-06-01,51316
2019-06-01,98935
2019-06-01,54308
2019-06-01,66050
2019-06-01,48051
2019-06-01,65351
2019-06-01,65139
2019-06-01,119029
2019-06-01,150848
2019-06-01,65561
2019-06-01,52078
2019-06-01,69498
2019-06-01,109533
2019-06-01,19736
2019-06-01,85855
2019-06-01,100833
2019-06-01,89488
2019-06-01,41683
2019-06-01,47223
2019-06-01,49440
2019-06-01,72409
2019-06-01,71534
2019-06-01,26769
2019-06-01,88931
2019-06-01,139475
2019-06-01,98737
2019-06-01,131572
2019-06-01,158179
2019-06-01,81217
2019-06-01,101896
2019-06-01,65336
2019-06-01,76246
2019-06-01,124300
2019-06-01,58879
2019-06-01,177072
2019-06-01,164956
2019-06-01,227149
2019-06-01,207739
2019-06-01,29683
2019-06-01,192224
2019-06-01,128975
2019-06-01,53385
2019-06-01,217925
2019-06-01,42734
2019-06-01,9036
2019-06-01,29255
2019-06-01,99260
2019-06-01,52724
2019-06-01,97722
2019-06-01,125724
2019-06-01,154758
2019-06-01,101101
2019-06-01,58621
2019-06-01,89020
2019-06-01,1
2019-06-01,79868
2019-06-01,63132
2019-06-01,43740
2019-06-01,283751
2019-06-01,201947
2019-06-01,32193
2019-06-01,27033
2019-06-01,11613
2019-06-01,65739
2019-06-01,76605
2019-06-01,16031
2019-06-01,60927
2019-06-01,94835
2019-06-01,65001
2019-06-01,78432
2019-06-01,172389
2019-06-01,64832
2019-06-01,72618
2019-06-01,128988
2019-06-01,39690
2019-06-01,58452
2019-06-01,152355
2019-06-01,153709
2019-06-01,57350
2019-06-01,108830
2019-06-01,30427
2019-06-01,74575
2019-06-01,121710
2019-06-01,42972
2019-06-01,7285
2019-06-01,254521
2019-06-01,57628
2019-06-01,91590
2019-06-01,96293
2019-06-01,104207
2019-06-01,61776
2019-06-01,69396
2019-06-01,115069
2019-06-01,222644
2019-06-01,226191
2019-06-01,105026
2019-06-01,84525
2019-06-01,74009
2019-06-01,100909
2019-06-01,150896
2019-06-01,181864
2019-06-01,24376
2019-06-01,164900
2019-06-01,18168
2019-06-01,72230
2019-06-01,38777
2019-06-01,123425
2019-06-01,90164
2019-06-01,165397
2019-06-01,15741
2019-06-01,68029
2019-06-01,168563
2019-06-01,185723
2019-06-01,51673
2019-06-01,10448
2019-06-01,228223
2019-06-01,216778
2019-06-01,111048
2019-06-01,49450
2019-06-01,76539
2019-06-01,116388
2019-06-01,115122
2019-06-01,64803
2019-06-01,143989
2019-06-01,64239
2019-06-01,92107
2019-06-01,140041
2019-06-01,206549
2019-06-01,62386
2019-06-01,88230
2019-06-01,117701
2019-06-01,126975
2019-06-01,61682
2019-06-01,108181
2019-06-01,338251
2019-06-01,386610
2019-06-01,158107
2019-06-01,226392
2019-06-01,162450
2019-06-01,106006
2019-06-01,142572
2019-06-01,287805
2019-06-01,125185
2019-06-01,320309
2019-06-01,36996
2019-06-01,33893
2019-06-01,16065
2019-06-01,34191
2019-06-01,26838
2019-06-01,46799
2019-06-01,22011
2019-06-01,36641
2019-06-01,36893
2019-06-01,46185
2019-06-01,29117
2019-06-01,41931
2019-06-01,42943
2019-06-01,57752
2019-06-01,42786
2019-06-01,28204
2019-06-01,23567
2019-06-01,27630
2019-06-01,40196
2019-06-01,44468
2019-06-01,24782
2019-06-01,82249
2019-06-01,68174
2019-06-01,57897
2019-06-01,43895
2019-06-01,17818
2019-06-01,69280
2019-06-01,55183
2019-06-01,22454
2019-06-01,128033
2019-06-01,21725
2019-06-01,25008
2019-06-01,56250
2019-06-01,43133
2019-06-01,25791
2019-06-01,33962
2019-06-01,22083
2019-06-01,93198
2019-06-01,73193
2019-06-01,78977
2019-06-01,53863
2019-06-01,58485
2019-06-01,37807
2019-06-01,101296
2019-06-01,62053
2019-06-01,55721
2019-06-01,50959
2019-06-01,45288
2019-06-01,66140
2019-06-01,50533
2019-06-01,55444
2019-06-01,35723
2019-06-01,94232
2019-06-01,69716
2019-06-01,79797
2019-06-01,63468
2019-06-01,122213
2019-06-01,37385
2019-06-01,71145
2019-06-01,63541
2019-06-01,69027
2019-06-01,52303
2019-06-01,35751
2019-06-01,112804
2019-06-01,9711
2019-06-01,96654
2019-06-01,62267
2019-06-01,52549
2019-06-01,58018
2019-06-01,48954
2019-06-01,83571
2019-06-01,75544
2019-06-01,59308
2019-06-01,102240
2019-06-01,77584
2019-06-01,82442
2019-06-01,46491
2019-06-01,97424
2019-06-01,20273
2019-06-01,46022
2019-06-01,63832
2019-06-01,32820
2019-06-01,27357
2019-06-01,158228
2019-06-01,33819
2019-06-01,48673
2019-06-01,104951
2019-06-01,71818
2019-06-01,53854
2019-06-01,81614
2019-06-01,66633
2019-06-01,75591
2019-06-01,94307
2019-06-01,38034
2019-06-01,74921
2019-06-01,60787
2019-06-01,53407
2019-06-01,39613
2019-06-01,49877
2019-06-01,37225
2019-06-01,62365
2019-06-01,32578
2019-06-01,99957
2019-06-01,82499
2019-06-01,75237
2019-06-01,45272
2019-06-01,33246
2019-06-01,60101
2019-06-01,38390
2019-06-01,44013
2019-06-01,73365
2019-06-01,86870
2019-06-01,14969
2019-06-01,20088
2019-06-01,19316
2019-06-01,43259
2019-06-01,25541
2019-06-01,60421
2019-06-01,44742
2019-06-01,37570
2019-06-01,49741
2019-06-01,39879
2019-06-01,17019
2019-06-01,55332
2019-06-01,119503
2019-06-01,19694
2019-06-01,93859
2019-06-01,19557
2019-06-01,75350
2019-06-01,77201
2019-06-01,21456
2019-06-01,51050
2019-06-01,23129
2019-06-01,43812
2019-06-01,33501
2019-06-01,84029
2019-06-01,81354
2019-06-01,56655
2019-06-01,35875
2019-06-01,35997
2019-06-01,2
2019-06-01,59067
2019-06-01,75420
2019-06-01,55988
2019-06-01,41492
2019-06-01,29163
2019-06-01,40925
2019-06-01,27407
2019-06-01,87865
2019-06-01,69951
2019-06-01,65593
2019-06-01,8271
2019-06-01,28533
2019-06-01,11863
2019-06-01,40936
2019-06-01,82623
2019-06-01,71954
2019-06-01,16736
2019-06-01,52299
2019-06-01,32393
2019-06-01,31222
2019-06-01,144104
2019-06-01,38052
2019-06-01,92138
2019-06-01,42906
2019-06-01,57985
2019-06-01,20253
2019-06-01,162783
2019-06-01,34982
2019-06-01,93554
2019-06-01,51961
2019-06-01,51316
2019-06-01,98935
2019-06-01,54308
2019-06-01,66050
2019-06-01,48051
2019-06-01,65351
2019-06-01,65139
2019-06-01,119029
2019-06-01,150848
2019-06-01,65561
2019-06-01,52078
2019-06-01,69498
2019-06-01,109533
2019-06-01,19736
2019-06-01,85855
2019-06-01,100833
2019-06-01,89488
2019-06-01,41683
2019-06-01,47223
2019-06-01,49440
2019-06-01,72409
2019-06-01,71534
2019-06-01,26769
2019-06-01,88931
2019-06-01,139475
2019-06-01,98737
2019-06-01,131572
2019-06-01,158179
2019-06-01,81217
2019-06-01,101896
2019-06-01,65336
2019-06-01,76246
2019-06-01,124300
2019-06-01,58879
2019-06-01,177072
2019-06-01,164956
2019-06-01,227149
2019-06-01,207739
2019-06-01,29683
2019-06-01,192224
2019-06-01,128975
2019-06-01,53385
2019-06-01,217925
2019-06-01,42734
2019-06-01,9036
2019-06-01,29255
2019-06-01,99260
2019-06-01,52724
2019-06-01,97722
2019-06-01,125724
2019-06-01,154758
2019-06-01,101101
2019-06-01,58621
2019-06-01,89020
2019-06-01,1
2019-06-01,79868
2019-06-01,63132
2019-06-01,43740
2019-06-01,283751
2019-06-01,201947
2019-06-01,32193
2019-06-01,27033
2019-06-01,11613
2019-06-01,65739
2019-06-01,76605
2019-06-01,16031
2019-06-01,60927
2019-06-01,94835
2019-06-01,65001
2019-06-01,78432
2019-06-01,172389
2019-06-01,64832
2019-06-01,72618
2019-06-01,128988
2019-06-01,39690
2019-06-01,58452
2019-06-01,152355
2019-06-01,153709
2019-06-01,57350
2019-06-01,108830
2019-06-01,30427
2019-06-01,74575
2019-06-01,121710
2019-06-01,42972
2019-06-01,7285
2019-06-01,254521
2019-06-01,57628
2019-06-01,91590
2019-06-01,96293
2019-06-01,104207
2019-06-01,61776
2019-06-01,69396
2019-06-01,115069
2019-06-01,222644
2019-06-01,226191
2019-06-01,105026
2019-06-01,84525
2019-06-01,74009
2019-06-01,100909
2019-06-01,150896
2019-06-01,181864
2019-06-01,24376
2019-06-01,164900
2019-06-01,18168
2019-06-01,72230
2019-06-01,38777
2019-06-01,123425
2019-06-01,90164
2019-06-01,165397
2019-06-01,15741
2019-06-01,168563
2019-06-01,185723
2019-06-01,51673
2019-06-01,10448
2019-06-01,228223
2019-06-01,216778
2019-06-01,111048
2019-06-01,49450
2019-06-01,76539
2019-06-01,116388
2019-06-01,115122
2019-06-01,64803
2019-06-01,143989
2019-06-01,64239
2019-06-01,92107
2019-06-01,140041
2019-06-01,206549
2019-06-01,62386
2019-06-01,88230
2019-06-01,117701
2019-06-01,126975
2019-06-01,61682
2019-06-01,108181
2019-06-01,338251
2019-06-01,386610
2019-06-01,158107
2019-06-01,226392
2019-06-01,162450
2019-06-01,106006
2019-06-01,142572
2019-06-01,287805
2019-06-01,125185
2019-06-01,320309
2019-06-01,36996
2019-06-01,33893
2019-06-01,16065
2019-06-01,34191
2019-06-01,35723
2019-06-01,26838
2019-06-01,46799
2019-06-01,22011
2019-06-01,36641
2019-06-01,36893
2019-06-01,46185
2019-06-01,29117
2019-06-01,41931
2019-06-01,42943
2019-06-01,68029
2019-06-01,57752
2019-06-01,42786
2019-06-01,28204
2019-06-01,23567
2019-06-01,27630
2019-06-01,40196
2019-06-01,44468
2019-06-01,24782
2019-06-01,82249
2019-06-01,68174
2019-06-01,57897
2019-06-01,43895
2019-06-01,17818
2019-06-01,69280
2019-06-01,55183
2019-06-01,22454
2019-06-01,128033
2019-06-01,21725
2019-06-01,25008
2019-06-01,56250
2019-06-01,43133
2019-06-01,25791
2019-06-01,33962
2019-06-01,22083
2019-06-01,93198
2019-06-01,73193
2019-06-01,78977
2019-06-01,53863
2019-06-01,58485
2019-06-01,37807
2019-06-01,101296
2019-06-01,62053
2019-06-01,55721
2019-06-01,50959
2019-06-01,45288
2019-06-01,66140
2019-06-01,50533
2019-06-01,55444
2019-06-01,35723
2019-06-01,94232
2019-06-01,69716
2019-06-01,79797
2019-06-01,63468
2019-06-01,122213
2019-06-01,37385
2019-06-01,71145
2019-06-01,63541
2019-06-01,69027
2019-06-01,52303
2019-06-01,35751
2019-06-01,112804
2019-06-01,9711
2019-06-01,96654
2019-06-01,62267
2019-06-01,52549
2019-06-01,58018
2019-06-01,48954
2019-06-01,83571
2019-06-01,75544
2019-06-01,59308
2019-06-01,102240
2019-06-01,77584
2019-06-01,82442
2019-06-01,46491
2019-06-01,97424
2019-06-01,20273
2019-06-01,46022
2019-06-01,63832
2019-06-01,32820
2019-06-01,27357
2019-06-01,158228
2019-06-01,33819
2019-06-01,48673
2019-06-01,104951
2019-06-01,71818
2019-06-01,53854
2019-06-01,81614
2019-06-01,66633
2019-06-01,75591
2019-06-01,94307
2019-06-01,38034
2019-06-01,74921
2019-06-01,60787
2019-06-01,53407
2019-06-01,39613
2019-06-01,49877
2019-06-01,37225
2019-06-01,62365
2019-06-01,32578
2019-06-01,99957
2019-06-01,82499
2019-06-01,75237
2019-06-01,45272
2019-06-01,33246
2019-06-01,60101
2019-06-01,38390
2019-06-01,44013
2019-06-01,73365
2019-06-01,86870
2019-06-01,14969
2019-06-01,20088
2019-06-01,19316
2019-06-01,43259
2019-06-01,25541
2019-06-01,60421
2019-06-01,44742
2019-06-01,37570
2019-06-01,49741
2019-06-01,39879
2019-06-01,17019
2019-06-01,55332
2019-06-01,119503
2019-06-01,19694
2019-06-01,93859
2019-06-01,19557
2019-06-01,75350
2019-06-01,77201
2019-06-01,21456
2019-06-01,51050
2019-06-01,23129
2019-06-01,84029
2019-06-01,81354
2019-06-01,56655
2019-06-01,35875
2019-06-01,35997
2019-06-01,2
2019-06-01,59067
2019-06-01,75420
2019-06-01,55988
2019-06-01,41492
2019-06-01,29163
2019-06-01,40925
2019-06-01,27407
2019-06-01,87865
2019-06-01,69951
2019-06-01,65593
2019-06-01,8271
2019-06-01,28533
2019-06-01,11863
